sample	reference	dispath	refpath
C3N-01489	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01489_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01799	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01799_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01823	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01823_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01842	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01842_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02000	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02000_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02002	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02002_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02003	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02003_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02067	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02067_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02087	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02087_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02088	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02088_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02089	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02089_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02090	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02090_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02141	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02141_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02142	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02142_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02144	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02144_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02145	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02145_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02146	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02146_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02149	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02149_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02150	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02150_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02153	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02153_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02155	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02155_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02158	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02158_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02230	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02230_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02234	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02234_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02237	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02237_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02240	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02240_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02242	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02242_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02281	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02281_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02282	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02282_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02290	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02290_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02379	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02379_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02380	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02380_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02421	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02421_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02422	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02422_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02423	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02423_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02424	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02424_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02433	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02433_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02529	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02529_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02572	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02572_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02582	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02582_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02586	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02586_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02587	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02587_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02588	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02588_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02672	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02672_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02715	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02715_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02718	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02718_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02721	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02721_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02728	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02728_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02729	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02729_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02757	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02757_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02758	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02758_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02764	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02764_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02923	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02923_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02926	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02926_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02929	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02929_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02973	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-02973_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03205	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-03205_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03212	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-03212_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03222	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-03222_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03233	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-03233_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03238	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-03238_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03420	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-03420_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
01OV002	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV002_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV007	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV007_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV008	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV008_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV010	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV010_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV013	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV013_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV017	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV017_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV018	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV018_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV019	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV019_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV023	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV023_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV026	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV026_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV029	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV029_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV030	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV030_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV039	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV039_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV041	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV041_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV045	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV045_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV046	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV046_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV047	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV047_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
01OV049	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/01OV049_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV005	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV005_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV006	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV006_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV008	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV008_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV015	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV015_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV022	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV022_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV023	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV023_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV029	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV029_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV032	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV032_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV035	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV035_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV036	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV036_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV040	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV040_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV041	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV041_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV042	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV042_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV044	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV044_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV045	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV045_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
02OV046	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/02OV046_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV001	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV001_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV004	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV004_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV005	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV005_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV008	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV008_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV011	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV011_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV012	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV012_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV013	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV013_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV017	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV017_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV018	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV018_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV021	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV021_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV023	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV023_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV024	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV024_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV027	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV027_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV028	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV028_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV031	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV031_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV033	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV033_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV036	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV036_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV037	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV037_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV039	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV039_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV040	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV040_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV041	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV041_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV044	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV044_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV045	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV045_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV048	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV048_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV049	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV049_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV050	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV050_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV051	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV051_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
04OV053	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/OV/04OV053_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
